Movie;MMAstring2;idimdb;Writers;Runtime;Filming_locations;Poster 1;Plot_simple;Actors;Directors;IMDBurl;Genres;Rating;Year;Distributor;Gross;Release
Cheri;;tt0421971;Colette,Michael Voysey;45 min (5 episodes);;;;Scott Antony,Yvonne Mitchell,Brenda Bruce,Lorna Heilbron,Betty Hardy,Rosalind Bailey,Brendan Barry,Barbara Bermel,Peter Bowles,Gerald Cross,Pauline Devaney,Selma Vaz Dias,George Fenton,Peter Gray,Robin Halstead;Claude Whatham;http://www.imdb.com/title/tt0421971/;Drama;;2010;CDI;127587;07-08-2010
The Rebound;;tt1205535;Bart Freundlich;95 min,97 min (European Film Market);Istanbul, Turkey;http://imdb-poster.b0.upaiyun.com/001/205/535.jpg!cover?_upt=a0562a4a1383795929;In New York City, a single mom captivates her new neighbor, a much younger man.;Catherine Zeta-Jones,Justin Bartha,Art Garfunkel,Joanna Gleason,Lynn Whitfield,Kelly Gould,Andrew Cherry,Kate Jennings Grant,Rob Kerkovich,John Schneider,Sam Robards,Alice Playten,Stephanie Szostak,Marcel Simoneau,Eliza Callahan;Bart Freundlich;http://www.imdb.com/title/tt1205535/;Comedy,Romance;6.3;2010;Alfa;124134;03-25-2010
Leaving (Partir);"[{""rating_count"": 416, ""genres"": [""Comedy"", ""Drama""], ""business"": {""admissions"": [{""country"": ""France"", ""year"": 2005, ""money"": ""703,020"", ""day"": 1, ""month"": 2}, {""country"": ""France"", ""year"": 2005, ""money"": ""570,037"", ""day"": 25, ""month"": 1}, {""country"": ""France"", ""year"": 2005, ""money"": ""344,396"", ""day"": 18, ""month"": 1}]}, ""language"": [""French""], ""rating"": 5.5, ""technical"": {""printed_film_format"": [""35 mm (anamorphic)""], ""color"": [""Color""], ""camera"": [""Aaton 35 III""], ""sound_mix"": [""Dolby"", ""Dolby Digital""], ""cinematographic_process"": [""Super 35 (3-perf)""], ""film_negative_format"": [""35 mm (Kodak Vision2 200T 5217, Vision2 500T 5218)""], ""aspect_ratio"": [""2.35 : 1""], ""laboratory"": [""Laboratoires \u00c9clair, Paris, France""], ""runtime"": [""1 hr 49 min (109 min)""]}, ""country"": [""France""], ""release_date"": [{""country"": ""Belgium"", ""month"": 1, ""day"": 12, ""year"": 2005}, {""country"": ""France"", ""month"": 1, ""day"": 12, ""year"": 2005}, {""remarks"": [""French speaking region""], ""country"": ""Switzerland"", ""month"": 1, ""day"": 12, ""year"": 2005}, {""country"": ""Greece"", ""month"": 8, ""day"": 5, ""year"": 2005}, {""remarks"": [""Copenhagen International Film Festival""], ""country"": ""Denmark"", ""month"": 8, ""day"": 21, ""year"": 2005}, {""country"": ""Poland"", ""month"": 8, ""day"": 26, ""year"": 2005}], ""title"": ""L'un reste, l'autre part"", ""year"": 2005, ""filming_locations"": ""Rue des Beaux-Arts, Paris 6, Paris, France"", ""imdb_id"": ""tt0423442"", ""directors"": [""Claude Berri""], ""writers"": [""Claude Berri"", ""Philippe Ratton""], ""actors"": [""Charlotte Gainsbourg"", ""Daniel Auteuil"", ""Nathalie Baye"", ""Pierre Arditi"", ""Miou-Miou"", ""Laure Duthilleul"", ""A\u00efssa Ma\u00efga"", ""No\u00e9mie Lvovsky"", ""Nicolas Lebovici"", ""Nicolas Choy\u00e9"", ""Laurent Spielvogel"", ""M\u00e9lanie Sitbon"", ""Micha\u00ebl Youn"", ""Marie-Christine Adam"", ""Juliette Arnaud""], ""also_known_as"": [{""remarks"": [""DVD title""], ""country"": ""Australia"", ""title"": ""One Stays, One Leaves""}, {""remarks"": [""transliterated ISO-LATIN-1 title""], ""country"": ""Greece"", ""title"": ""Fyge esy... meine esy""}, {""country"": ""Poland"", ""title"": ""Jeden odchodzi, drugi zostaje""}, {""country"": ""Portugal"", ""title"": ""Um Parte, Outro Fica""}, {""remarks"": [""English title""], ""country"": ""World-wide"", ""title"": ""One Stays, the Other Leaves""}], ""poster"": {""imdb"": ""http://ia.media-imdb.com/images/M/MV5BMTMyMzA0MDMyNl5BMl5BanBnXkFtZTcwOTY1ODE0Mg@@._V1_SY317_CR51,0,214,317_.jpg"", ""cover"": ""http://imdb-poster.b0.upaiyun.com/000/423/442.jpg!cover?_upt=8017cb0b1383797489""}, ""runtime"": [""109 min""], ""type"": ""M"", ""imdb_url"": ""http://www.imdb.com/title/tt0423442/""}]";tt1315962;;;;;;;;;;;2010;Alfa;123433;07-22-2010
Spread;;tt1186370;Jason Dean Hall;97 min,97 min;Royal Carlton - 5611 Carlton Way, Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/001/186/370.jpg!cover?_upt=5256e14b1383795930;A sex comedy centered on a serial womanizer and his jilted lover.;Ashton Kutcher,Anne Heche,Margarita Levieva,Sebastian Stan,Ashley Johnson,Sonia Rockwell,Rachel Blanchard,Shane Brolly,Eric Balfour,Maria Conchita Alonso,Derek Carter,Jordan Black,Dani Levine,Sarah Buxton,Peter Marc Jacobson;David Mackenzie;http://www.imdb.com/title/tt1186370/;Comedy,Drama,Romance;5.8;2010;Impacto;121929;01-01-2010
Halloween II (2009);;tt0082495;John Carpenter,Debra Hill;92 min,90 min (cut);Kersting Court at Sierra Madre Boulevard, Sierra Madre, California, USA;http://imdb-poster.b0.upaiyun.com/000/082/495.jpg!cover?_upt=62e4fa8e1383795931;Laurie Strode is rushed to the hospital, while Sheriff Brackett and Dr. Loomis hunt the streets for Michael Myers, who has found Laurie at the Haddonfield Hospital.;Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,Jeffrey Kramer,Lance Guest,Pamela Susan Shoop,Hunter von Leer,Dick Warlock,Leo Rossi,Gloria Gifford,Tawny Moyer,Ana Alicia,Ford Rainey,Cliff Emmich,Nancy Stephens;Rick Rosenthal;http://www.imdb.com/title/tt0082495/;Horror,Thriller;6.4;2010;Distribution;119236;01-07-2010
Hot Tub Time Machine;;tt1231587;Josh Heald,Sean Anders;101 min;Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA;http://imdb-poster.b0.upaiyun.com/001/231/587.jpg!cover?_upt=edd7af1f1383795932;A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.;John Cusack,Clark Duke,Craig Robinson,Rob Corddry,Sebastian Stan,Lyndsy Fonseca,Crispin Glover,Chevy Chase,Charlie McDermott,Lizzy Caplan,Collette Wolfe,Aliu Oyofo,Jake Rose,Brook Bennett,Crystal Lowe;Steve Pink;http://www.imdb.com/title/tt1231587/;Adventure,Comedy,Sci-Fi;6.4;2010;n/a;118847;08-05-2010
Cosa voglio di più (What More Do I Want);;;;;;;;;;;;;2010;CDI;118642;11-18-2010
La Pivellina;;tt1426371;Tizza Covi;100 min;Rome, Lazio, Italy;;A circus woman and her husband find a two year old girl in the trailer park where they are living. With the help of another child, they search for her mother.;Patrizia Gerardi,Tairo Caroli,Walter Saabel,Asia Crippa,Tailor Intruglio,Pierino Atzeni,Gigliola Crippa,Mirco Crippa,Luciano Salgado,Marco Gerani,Fabrizio Borri,Pathan Zahid Khan,Roberto Caroli,Claudio Carbonari,Donato Prina;Tizza Covi,Rainer Frimmel;http://www.imdb.com/title/tt1426371/;Drama;7;2010;n/a;118507;07-08-2010
It's Alive;;tt0071675;Larry Cohen;91 min;;http://imdb-poster.b0.upaiyun.com/000/071/675.jpg!cover?_upt=03b1357c1383795933;The Davies expect a baby, which turns out to be a monster with a nasty habit of killing when it's scared. And it's easily scared.;John P. Ryan,Sharon Farrell,James Dixon,William Wellman Jr.,Shamus Locke,Andrew Duggan,Guy Stockwell,Daniel Holzman,Michael Ansara,Robert Emhardt,Nancy Burnett,Patrick McAllister,Diana Hale,Gerald York,Jerry Taft;Larry Cohen;http://www.imdb.com/title/tt0071675/;Horror;5.6;2010;Distribution;118181;04-22-2010
Séraphine;;;;;;;;;;;;;2010;n/a;110486;04-01-2010
Crazy Heart;;tt1263670;Scott Cooper,Thomas Cobb;112 min;Albuquerque BioPark Aquarium - 2601 Central Avenue NW, Albuquerque, New Mexico, USA;http://imdb-poster.b0.upaiyun.com/001/263/670.jpg!cover?_upt=53c2e0b81383795935;A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.;Jeff Bridges,James Keane,Anna Felix,Paul Herman,Tom Bower,Ryan Bingham,Beth Grant,Rick Dial,Maggie Gyllenhaal,Debrianna Mansini,Jerry Handy,Jack Nation,Ryil Adamson,J. Michael Oliva,David Manzanares;Scott Cooper;http://www.imdb.com/title/tt1263670/;Drama,Music,Romance;7.3;2010;Fox;109394;03-11-2010
Zombieland;;tt1156398;Rhett Reese,Paul Wernick;88 min;One Park Place B5, Atlanta, Georgia, USA;http://imdb-poster.b0.upaiyun.com/001/156/398.jpg!cover?_upt=f42c0c931383795936;A shy student trying to reach his family in Ohio, and a gun-toting tough guy trying to find the Last Twinkie and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.;Jesse Eisenberg,Woody Harrelson,Emma Stone,Abigail Breslin,Amber Heard,Bill Murray,Derek Graf;Ruben Fleischer;http://www.imdb.com/title/tt1156398/;Comedy,Horror;7.7;2010;Sony;107716;01-28-2010
Easy Virtue;;tt0808244;Stephan Elliott,Sheridan Jobbins;97 min;Ealing Studios, Ealing, London, England, UK;http://imdb-poster.b0.upaiyun.com/000/808/244.jpg!cover?_upt=838a40f91383795937;A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window.;Jessica Biel,Ben Barnes,Kristin Scott Thomas,Colin Firth,Kimberley Nixon,Katherine Parkinson,Kris Marshall,Christian Brassington,Charlotte Riley,Jim McManus,Pip Torrens,Jeremy Hooton,Joanna Bacon,Maggie Hickey,Georgie Glen;Stephan Elliott;http://www.imdb.com/title/tt0808244/;Comedy,Romance;6.6;2010;Sony;106464;01-14-2010
Les herbes folles (Wild Grass);;tt1156143;Christian Gailly,Alain Resnais;104 min;;http://imdb-poster.b0.upaiyun.com/001/156/143.jpg!cover?_upt=2f7795de1383795938;A wallet lost and found opens the door to romantic adventure for Georges and Marguerite. After examining the ID papers of its owner, it is not a simple matter for Georges to turn the red ...;Sabine Azéma,André Dussollier,Anne Consigny,Emmanuelle Devos,Mathieu Amalric,Michel Vuillermoz,Edouard Baer,Annie Cordy,Sara Forestier,Nicolas Duvauchelle,Vladimir Consigny,Dominique Rozan,Jean-Noël Brouté,Elric Covarel Garcia,Valéry Schatz;Alain Resnais;http://www.imdb.com/title/tt1156143/;Drama,Romance;6.3;2010;Alfa;97911;07-15-2010
Brideshead Revisited;;tt0412536;Andrew Davies,Jeremy Brock;133 min;Art Deco Palm Court, Park Lane Hotel, Piccadilly, London, England, UK;http://imdb-poster.b0.upaiyun.com/000/412/536.jpg!cover?_upt=076108ff1383795939;A poignant story of forbidden love and the loss of innocence set in England prior to the Second World War.;Matthew Goode,Thomas Morrison,David Barrass,Anna Madeley,Sarah Crowden,Stephen Carlile,Peter Barnes,Hayley Atwell,Patrick Malahide,Richard Teverson,Joseph Beattie,Ben Whishaw,Roger Walker,Mark Field,Mark Edel-Hunt;Julian Jarrold;http://www.imdb.com/title/tt0412536/;Drama,Romance;6.6;2010;Impacto;96499;05-27-2010
Le hérisson;;;;;;;;;;;;;2010;Impacto;96422;09-02-2010
A Single Man;;tt1315981;Christopher Isherwood,Tom Ford;99 min;300 W Green St, Pasadena, California, USA;http://imdb-poster.b0.upaiyun.com/001/315/981.jpg!cover?_upt=afe016941383795941;An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.;Colin Firth,Julianne Moore,Nicholas Hoult,Matthew Goode,Jon Kortajarena,Paulette Lamori,Ryan Simpkins,Ginnifer Goodwin,Teddy Sears,Paul Butler,Aaron Sanders,Aline Weber,Keri Lynn Pratt,Jenna Gavigan,Alicia Carr;Tom Ford;http://www.imdb.com/title/tt1315981/;Drama;7.5;2010;n/a;94927;04-22-2010
The Last Song;;tt1294226;Nicholas Sparks,Jeff Van Wie;107 min;Georgia Aquarium, Atlanta, Georgia, USA;http://imdb-poster.b0.upaiyun.com/001/294/226.jpg!cover?_upt=e58406a61383795944;A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.;Miley Cyrus,Greg Kinnear,Bobby Coleman,Liam Hemsworth,Hallock Beals,Kelly Preston,Nick Lashaway,Carly Chaikin,Kate Vernon,Nick Searcy,Adam Barnett,Michael Jamorski,Melissa Ordway,Carrie Malabre,Lance E. Nichols;Julie Anne Robinson;http://www.imdb.com/title/tt1294226/;Drama,Romance;5.3;2010;Disney;93017;06-10-2010
Oceans;;tt0765128;Christophe Cheysson,Jacques Cluzaud;104 min;Cherbourg, Manche, France;http://imdb-poster.b0.upaiyun.com/000/765/128.jpg!cover?_upt=2166fdcf1383795945;An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.;Pierce Brosnan,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,Aldo,Matthias Brandt,Lancelot Perrin,Manolo Garcia;Jacques Cluzaud,Jacques Perrin;http://www.imdb.com/title/tt0765128/;Documentary,Drama;7.6;2010;Distribution;87919;07-01-2010
Missing Lynx (El Lince Perdido);;tt951333;Raul Garcia;97 min (European Film Market);;;A group of animals look for a way off of an eccentric billionaire's own personal Noah's Ark.;David Robles,Cecilia Santiago,Conchi López,Abraham Aguilar,Julio Núñez,Roberto Cuenca,Stephen Hughes,Carlos del Pino,Pepa Castro,Beatriz Berciano,Javier García Sáenz,David García,Esperanza Pedreño,César Sarachu,Javier Gauna;Raul Garcia,Manuel Sicilia;http://www.imdb.com/title/tt0951333/;Animation,Action,Adventure,Comedy,Family;5.2;2010;CDI;86079;10-28-2010
The Descent: Part 2;;tt1073105;James McCarthy,J Blakeson;94 min;Ashridge Park, Little Gaddesden, Hertfordshire, England, UK;http://imdb-poster.b0.upaiyun.com/001/073/105.jpg!cover?_upt=19bce0101383795947;Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits.;Michael J. Reynolds,Shauna Macdonald,Jessika Williams,Douglas Hodge,Josh Dallas,Anna Skellern,Gavan O'Herlihy,Krysten Cummings,Doug Ballard,Josh Cole,Saskia Mulder,Natalie Mendoza,Alex Reid,Nora-Jane Noone,MyAnna Buring;Jon Harris;http://www.imdb.com/title/tt1073105/;Adventure,Horror,Thriller;5.8;2010;CDI;82547;09-23-2010
Battle for Terra;;tt0858486;Evan Spiliotopoulos,Aristomenis Tsirbas;85 min;;http://imdb-poster.b0.upaiyun.com/000/858/486.jpg!cover?_upt=85a4491c1383795947;A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it.;Evan Rachel Wood,Brian Cox,James Garner,Chris Evans,Danny Glover,Amanda Peet,David Cross,Dennis Quaid,Luke Wilson,Chad Allen,Rosanna Arquette,Bill Birch,Brooke Bloom,Tom Connolly,Beverly D'Angelo;Aristomenis Tsirbas;http://www.imdb.com/title/tt0858486/;Animation,Action,Adventure,Sci-Fi,Thriller,War;6.6;2010;Distribution;81176;05-27-2010
London River;;tt1227787;Rachid Bouchareb,Zoé Galeron;88 min,87 min (Pantalla Pinamar Festival);Cavaillon, Vaucluse, France;http://imdb-poster.b0.upaiyun.com/001/227/787.jpg!cover?_upt=71fd41211383795948;Two strangers come to discover the fate of their respective children in the 2005 terrorist attacks on London.;Brenda Blethyn,Sotigui Kouyaté,Francis Magee,Sami Bouajila,Roschdy Zem,Marc Baylis,Bernard Blancan,Gareth Randall,Aurélie Eltvedt,Diveen Henry,Salah Mohamed-Marich,Gurdepak Chaggar,Faycal Sekkoum,Sherekia Barton,Elisabeth Clark;Rachid Bouchareb;http://www.imdb.com/title/tt1227787/;Drama,Mystery;6.7;2010;Primer;77714;08-19-2010
Cuentos de la selva;;tt1576379;Horacio Grinberg,Jorge Maestro;76 min;;;;Cristina Murta,Alejandra Rubio,Rubén Stella,Tomás Wicz;Liliana Romero,Norman Ruiz;http://www.imdb.com/title/tt1576379/;Animation,Adventure,Family;5.3;2010;Primer;76857;07-22-2010
La mirada invisible (The Invisible Eye);;tt1313254;Martín Kohan,Diego Lerman;97 min;Buenos Aires, Federal District, Argentina;;Spying on her students, a teacher finds an exciting hobby.;Pablo Sigal,Julieta Zylberberg,Ailín Salas,Marta Lubos,Magdalena Capobianco,Osmar Núñez,Diego Vegezzi,Nicolas Devicente,Martín Kohan,Jorge Garcia Marino,Martina Delgado,Stella Gabrizzi,Samuel Perez,Enrique Alfil,Norma Espina;Diego Lerman;http://www.imdb.com/title/tt1313254/;Drama;6.3;2010;Distribution;76158;08-19-2010
